,N,P,K,temperature,humidity,ph,rainfall,label
141,60.0,9.70922966829239,3.140499847129577,18.370800353219447,3871.9403608095877,3.2013993793568067,9.155114718289553,11
142,74.0,10.17566191540243,2.837299932123276,16.1451072594602,2815.4610081331402,3.5696934041530652,8.766225452318968,11
143,89.0,11.456477294555482,2.837299932123276,18.77589868413319,2520.1411733098953,3.3391802426596726,10.28440773937556,11
144,69.0,10.511330371426789,3.140499847129577,16.559873814242003,4208.787617345391,3.756786533991655,10.483633797020415,11
145,96.0,9.945292804075764,3.0959070880363924,15.399518564125028,3750.4967951949443,3.604940173800581,8.606930265659933,11
146,61.0,11.456477294555482,2.7117835388997182,18.426887215406445,3720.7156865019615,3.4852110971222707,9.838587557304399,11
147,74.0,11.253719309245886,2.89462498072755,15.009683381715025,2440.9755613108073,3.7196042368803632,10.578613455250647,11
148,74.0,9.58893672688952,3.140499847129577,19.177436117073,2977.7229754053096,3.515845763396651,10.196498260317176,11
149,63.0,9.58893672688952,2.837299932123276,14.473270668740883,3355.001279980642,3.7597060492914856,8.87786006110531,11
150,99.0,8.699027676931923,3.000301390202748,15.397150159765248,3341.4618009243795,3.691385456443562,9.23538994001217,11
151,77.0,8.699027676931923,3.140499847129577,18.314545175960323,2475.8619118941688,3.680137503900945,9.712755125380372,11
152,87.0,11.456477294555482,3.140499847129577,15.178291656670376,3187.906914722749,3.574000091036964,8.39305635289697,11
153,60.0,8.96251766442952,2.837299932123276,13.847059374770083,3222.1829755234467,3.5920105979549675,9.139321516092025,11
154,94.0,10.836087899247259,2.837299932123276,17.38745945398423,2962.7834758005406,3.2802523356203976,10.511395271293296,11
155,95.0,8.96251766442952,3.0959070880363924,14.87522606465476,2912.185235380896,3.205669728882233,10.245949851433414,11
156,84.0,9.70922966829239,3.049241674807689,16.313531635088918,2979.7268375688827,3.269078534411558,10.509347909514437,11
157,77.0,11.253719309245886,2.948852892574594,16.97515825709952,2454.9303182214967,3.238027007353707,10.280078703075056,11
158,66.0,9.70922966829239,3.000301390202748,14.32179485994133,3752.9994893836047,3.7259659485521457,9.351414362175017,11
159,63.0,8.564196684819853,2.776502212689949,16.425350331160914,3342.509900606439,3.4887348507027154,9.494760486730058,11
160,79.0,9.827997495205167,3.000301390202748,17.678332851175686,2714.145177888758,3.1974811290160896,9.780720302551389,11
161,72.0,11.456477294555482,3.2241513727915367,13.923407721644567,3753.5344814268974,3.2283935869335294,9.69681470708197,11
162,67.0,10.511330371426789,3.1831963458527297,17.465959102132206,2919.782932399558,3.1275160024159163,8.522429365710769,11
163,86.0,8.699027676931923,3.1831963458527297,19.59189859290844,4213.353611458162,3.2357082125557968,8.982881476682477,11
164,76.0,10.17566191540243,2.89462498072755,14.478108155527694,3823.927956374358,3.2297300948838505,9.470116065158212,11
165,75.0,10.728987342927544,2.89462498072755,15.474985199956832,2732.8559466081842,3.788260967618267,10.364175382593013,11
166,81.0,9.827997495205167,3.140499847129577,14.500391760735145,3639.8863484054714,3.447483592754914,9.5180989614759,11
167,73.0,9.827997495205167,3.049241674807689,18.23847417601287,4299.26185044902,3.674134749440483,10.070417155051146,11
168,71.0,8.564196684819853,3.1831963458527297,16.599712696092183,2741.0955692521297,3.2564091666722343,8.698656552214683,11
169,96.0,10.836087899247259,3.0959070880363924,19.003164309437658,2921.2220590611932,3.835688527504529,9.469965151127113,11
170,99.0,9.09134561594944,2.89462498072755,14.41032759515012,3670.7486885068533,3.4062713816344314,9.685378593345746,11
171,62.0,10.17566191540243,3.000301390202748,16.19487143131451,2835.023217504055,3.71014870319135,10.032853572373334,11
172,86.0,8.831772202466011,2.776502212689949,15.352465129721384,2710.9362506513476,3.1153566304644538,8.679221635182165,11
173,94.0,10.400703349799054,2.948852892574594,17.325775251788773,4303.8242388573435,3.281091932241596,10.112862690408265,11
174,76.0,9.09134561594944,3.1831963458527297,17.993219963321433,2376.282078957758,3.8532393746022335,8.492030829325914,11
175,77.0,10.620746311528995,2.837299932123276,18.419012519273632,3384.5868780111746,3.1972636106994647,9.10964289104484,11
176,74.0,9.09134561594944,3.140499847129577,16.84884755019983,3388.1621811085156,3.746346272095295,9.700002273610856,11
177,81.0,10.288827210023097,3.000301390202748,13.574203413826012,2848.9895999140854,3.08964199898523,10.387718122548938,11
178,63.0,9.467062920270967,3.049241674807689,17.296813492511767,4144.901451132823,3.2416106746276356,8.651443157950942,11
179,99.0,8.96251766442952,3.049241674807689,17.029928515473774,4056.1706897315944,3.5297941034882365,8.685635076492126,11
180,90.0,10.620746311528995,3.2241513727915367,19.192854971550865,3792.4298123530757,3.7672380317866234,10.346765080395684,11
181,68.0,9.218332290844376,2.948852892574594,19.310243823154565,3435.4343119826526,3.683509745118155,10.508076159203563,11
182,60.0,11.15086729776222,3.1831963458527297,14.021537750361492,2943.372411670329,3.410703225782775,9.06966981966948,11
183,71.0,10.620746311528995,2.89462498072755,18.589366791316564,2406.3012292050116,3.237561488318588,9.226253285027347,11
184,61.0,11.355580609528229,2.837299932123276,17.35031237753848,2714.1866083201944,3.5919935243964227,10.419042689640436,11
185,88.0,8.96251766442952,2.7117835388997182,18.57159702504404,3404.272524154384,3.582166537804687,8.39238763042384,11
186,65.0,11.456477294555482,3.0959070880363924,18.770462346820707,4167.9477983796005,3.6591037403319744,10.53485016396579,11
187,78.0,8.831772202466011,3.0959070880363924,18.75268842967907,3125.2916547098926,3.518571531190753,9.043632845869697,11
188,78.0,11.253719309245886,2.7117835388997182,18.520625801713596,3615.195230577716,3.619490578885032,8.416619832324585,11
189,92.0,11.456477294555482,3.140499847129577,14.026083397523744,4046.4713956677597,3.2009143205662896,8.804461369811602,11
190,79.0,11.355580609528229,2.837299932123276,15.25457633680658,3169.4881433705345,3.6778622323337866,10.558233354411223,11
191,91.0,10.942080789046422,2.7117835388997182,13.61121200366622,4178.89201266076,3.5421585104129347,9.26563972811203,11
192,76.0,10.511330371426789,2.89462498072755,19.328307549308676,4100.194816797673,3.4756795441417814,9.308976320014187,11
193,87.0,10.17566191540243,3.2241513727915367,14.016350034712294,2925.699527513251,3.6841656555492275,9.942324685294556,11
194,71.0,11.456477294555482,3.0959070880363924,19.262234353731746,2726.415979277884,3.453907055147651,9.5892418506806,11
195,90.0,11.15086729776222,3.1831963458527297,14.214137957100556,4202.200711333307,3.430164894064301,9.428905881079247,11
196,67.0,8.564196684819853,3.0959070880363924,17.327121417566737,3117.8047892000964,3.546773371494371,10.56825532584792,11
197,60.0,10.836087899247259,2.948852892574594,14.084320619014132,3040.1236248274195,3.563172079737941,8.820483839280344,11
198,83.0,11.253719309245886,3.140499847129577,14.798403874182927,2754.86096825714,3.5444837378865577,8.563326878824354,11
199,83.0,11.15086729776222,2.948852892574594,19.022972342184833,3954.7084342786134,3.794764188381727,10.16123084629958,11
200,40.0,12.600155072450885,4.3534163562574415,12.83594040132973,191.3591781122137,4.092460962785271,9.717176918634364,3
201,23.0,12.600155072450885,4.440816920808943,14.280410273574443,194.80012701350864,3.815812891179089,9.312755178834301,3
202,39.0,11.253719309245886,4.452704909674141,13.46263701512541,162.49799985096936,3.345964748616203,8.730212961131983,3
203,22.0,12.600155072450885,4.452704909674141,14.170608257716744,162.49799985096936,3.5495766394591923,9.715331762179003,3
204,36.0,12.137719339956176,4.3534163562574415,13.81109473407442,258.31608340820253,3.930490599676815,9.280420395700961,3
205,32.0,12.690457551624737,4.404285669207128,15.305102444617116,162.49799985096936,3.341815421736188,9.901368121412967,3
206,58.0,12.417414022262536,4.440816920808943,15.450267502748215,182.36167420763533,3.4674428699142545,9.050886077649599,3
207,59.0,12.417414022262536,4.440816920808943,13.061429732429032,235.9926058772881,4.123661889566719,9.44201837151489,3
208,42.0,11.655475722282326,4.326982858635016,13.673499762840374,240.15860684659967,3.8605136394335084,9.405448592924794,3
209,28.0,12.780068263200777,4.404285669207128,13.553118760333987,224.38652710255974,4.501490179048239,9.411933271176162,3
210,58.0,12.04292986785134,4.379172677291755,15.69199092446239,251.9295202433495,4.501490179048239,9.939378679015825,3
211,43.0,12.04292986785134,4.379172677291755,14.597790192277998,162.49799985096936,4.3262850236048,9.046938739583693,3
212,58.0,11.753624365177531,4.404285669207128,14.849484102286754,162.49799985096936,3.612834705162408,9.265813793953157,3
213,23.0,11.655475722282326,4.452704909674141,14.247049479904103,256.97975942387416,4.501490179048239,9.350724806353671,3
214,27.0,11.655475722282326,4.3534163562574415,13.686693580002412,162.49799985096936,3.6436694455210334,8.817711269037165,3
215,28.0,12.600155072450885,4.440816920808943,14.070891283210877,247.71882738181702,3.5957230281363795,8.891543031325574,3
216,50.0,11.04699730052795,4.340286473799341,15.692905912159318,266.7015000989646,4.321570804082912,8.99169271102551,3
217,39.0,12.50914576479966,4.440816920808943,15.184283345135569,177.42666955626962,4.403377480546244,9.437553700078965,3
218,25.0,13.131876978970745,4.340286473799341,13.167190494140277,163.03057566208682,3.967747224750471,8.644175292217694,3
219,31.0,12.417414022262536,4.3534163562574415,15.61686871592091,162.49799985096936,3.601188925073342,9.803076449039354,3
220,26.0,13.30398635802908,4.4287867031272325,12.879635943946846,171.72847633195857,4.112981665067005,8.87736274999608,3
221,25.0,12.231717910185221,4.3534163562574415,15.049819497998266,162.49799985096936,4.195807456056603,9.588877263837881,3
222,31.0,13.131876978970745,4.340286473799341,13.233764327268366,162.49799985096936,4.501490179048239,9.751457205553649,3
223,60.0,12.231717910185221,4.4287867031272325,14.352359906623231,227.65741670287255,3.666121861578913,9.578703581357665,3
224,59.0,11.655475722282326,4.4287867031272325,13.960598928793882,248.76597811779212,4.3863246332524035,8.962887657967583,3
225,22.0,12.137719339956176,4.366376987372205,12.938654414734515,162.49799985096936,3.4535401719595593,8.930557300202384,3
226,36.0,11.94733070240339,4.391807573562474,13.751622180462215,184.0238497007958,3.374217396595553,9.06164162700309,3
227,59.0,11.456477294555482,4.440816920808943,14.287345525824911,233.8038236141936,4.190802929008128,9.989611563459611,3
228,54.0,13.044892756535978,4.452704909674141,12.921040257861781,193.2234347186838,4.256598222234032,9.495384816532788,3
229,43.0,12.231717910185221,4.404285669207128,13.165496835303596,214.67492875163666,3.736777618063224,9.263630289514367,3
230,28.0,12.957272054794279,4.416610810307449,15.387308712489698,162.49799985096936,3.6830060575758052,9.49601089391757,3
231,42.0,13.21823741767327,4.452704909674141,12.980700342287385,164.45924611144628,3.4149756743325526,9.14747138080199,3
232,32.0,11.456477294555482,4.4287867031272325,14.762063843989045,254.91708823139186,4.501490179048239,9.860727277642306,3
233,22.0,13.131876978970745,4.340286473799341,13.434202939211138,245.2484676017153,4.501490179048239,9.13488714788369,3
234,31.0,13.21823741767327,4.326982858635016,14.136161343112898,170.86586236131444,4.433286607461589,9.770364150620821,3
235,28.0,11.253719309245886,4.404285669207128,13.163256653893633,180.8457007821849,3.4413186089925527,9.930545531159812,3
236,57.0,11.253719309245886,4.3534163562574415,14.068630398981908,205.90268407141994,4.3274107208427175,9.374372735995465,3
237,49.0,10.942080789046422,4.366376987372205,14.017672577702099,172.45482786869303,4.272668625743998,9.398642024220004,3
238,46.0,12.957272054794279,4.3534163562574415,13.714384240210853,261.73936678548154,3.839393129706367,9.495513131059164,3
239,54.0,11.55643435131295,4.3534163562574415,14.130223361939315,162.49799985096936,3.4548259151692484,9.19567571583688,3
240,38.0,11.456477294555482,4.340286473799341,14.013880210646064,211.53094301977129,4.501490179048239,9.214751804397803,3
241,59.0,10.942080789046422,4.379172677291755,15.24544343751885,189.14151534560784,4.501490179048239,9.424758673740397,3
242,36.0,12.957272054794279,4.326982858635016,13.819528574149045,183.0592851642437,4.501490179048239,8.835688976603347,3
243,57.0,12.231717910185221,4.404285669207128,12.941610334502677,199.00646136525074,4.375402801429466,8.954435210508606,3
